t,mark,rider,speed_kmh,accel_ms2,lat_accel_ms2,yaw_rate_rads,heading_deg,pitch_deg,roll_deg,lean_deg,slip_deg,throttle_in,steer_in,steer_deg,steer_limit_deg,surface_front,surface_rear,contact_f,contact_r,dist_along_m,off_centre_m,corner_radius_m,nitro,x,y,z
14.5,,riding,129.2,0.12,-0.08,-0.002,58.1,0.0,0.0,7.1,-0.1,1.0,0.0,0.0,1.0,road,road,1,1,420.9,2.93,2863,0,134.22,-8.95,364.61
14.6,,riding,129.2,0.11,-0.02,-0.000,58.1,0.0,0.0,3.1,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,424.5,3.10,1201,0,137.27,-8.93,366.51
14.7,,riding,129.2,0.09,-0.00,-0.000,58.1,0.0,0.0,1.1,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,428.1,3.27,1058,0,140.32,-8.91,368.41
14.8,,riding,129.3,0.08,-0.00,-0.000,58.1,0.0,0.0,0.5,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,431.7,3.42,1047,0,143.37,-8.89,370.31
14.9,,riding,129.3,0.06,-0.00,-0.000,58.1,0.0,0.0,0.2,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,435.4,3.55,1176,0,146.42,-8.85,372.21
15.0,,riding,129.3,0.04,-0.00,-0.000,58.1,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.0,road,road,1,1,438.9,3.66,1531,0,149.47,-8.81,374.11
15.1,,riding,129.3,0.03,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,442.5,3.78,3296,0,152.52,-8.77,376.01
15.2,,riding,129.3,0.02,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,446.1,3.89,5416,0,155.57,-8.72,377.91
15.3,,riding,129.3,0.01,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,449.7,4.00,8326,0,158.62,-8.67,379.81
15.4,,riding,129.3,-0.00,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,453.3,4.11,9451,0,161.67,-8.62,381.71
15.5,,riding,129.3,-0.01,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,456.9,4.22,10258,0,164.72,-8.56,383.62
15.6,,riding,129.3,-0.01,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,460.5,4.33,11532,0,167.77,-8.51,385.52
15.7,,riding,129.3,-0.02,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,464.1,4.43,11933,0,170.82,-8.45,387.42
15.8,,riding,129.3,-0.02,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,467.7,4.54,12123,0,173.87,-8.39,389.32
15.9,,riding,129.3,-0.03,-0.00,-0.000,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,471.3,4.64,12049,0,176.92,-8.33,391.22
16.0,,riding,129.3,-0.07,10.80,0.301,59.1,0.0,0.0,-13.1,0.5,1.0,-1.0,-1.0,1.0,road,road,1,1,474.9,4.73,11650,0,179.97,-8.26,393.11
16.1,,riding,129.2,-0.19,13.70,0.382,61.2,0.0,0.0,-33.7,1.2,1.0,-1.0,-1.0,1.0,road,road,1,1,478.5,4.77,7580,0,183.06,-8.20,394.94
16.2,,riding,129.1,-0.20,2.59,0.072,62.1,0.0,0.0,-33.6,0.9,1.0,0.0,0.0,1.0,road,road,1,1,482.1,4.71,4236,0,186.19,-8.13,396.69
16.3,,riding,129.1,-0.09,3.98,0.111,62.4,0.0,0.0,-16.3,0.4,1.0,-1.0,-1.0,1.0,road,road,1,1,485.7,4.59,2291,0,189.35,-8.06,398.39
16.4,,riding,129.0,-0.15,12.42,0.347,64.0,0.0,0.0,-31.0,0.9,1.0,-1.0,-1.0,1.0,road,road,1,1,489.3,4.41,1356,0,192.54,-7.98,400.04
16.5,,riding,129.0,-0.21,4.37,0.122,65.5,0.0,0.0,-39.3,1.0,1.0,0.0,0.0,1.0,road,road,1,1,492.8,4.15,1134,0,195.76,-7.90,401.62
16.6,,riding,128.9,-0.15,4.33,0.121,65.9,0.0,0.0,-24.0,0.5,1.0,-1.0,-1.0,1.0,road,road,1,1,496.4,3.80,2290,0,199.00,-7.82,403.13
16.7,,riding,128.8,-0.27,12.50,0.349,67.5,0.0,0.0,-34.8,0.9,1.0,-1.0,-1.0,1.0,road,road,1,1,500.0,3.37,19868,0,202.27,-7.71,404.58
16.8,,riding,128.6,-0.42,3.28,0.092,68.7,0.0,0.0,-35.9,0.9,1.0,0.0,0.0,1.0,road,road,1,1,503.6,2.82,1300,0,205.57,-7.57,405.96
16.9,,riding,128.5,-0.45,10.30,0.289,69.7,0.0,0.0,-31.5,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,507.0,2.24,561,0,208.89,-7.37,407.27
17.0,,riding,128.3,-0.42,13.64,0.383,71.8,0.0,0.0,-40.3,1.2,1.0,-1.0,-1.0,1.0,road,road,1,1,510.6,1.65,342,0,212.23,-7.15,408.50
17.1,,riding,128.1,-0.56,14.28,0.401,74.1,0.0,0.0,-44.9,1.5,1.0,-1.0,-1.0,1.0,road,road,1,1,514.1,0.92,194,0,215.61,-6.95,409.61
17.2,,riding,127.9,-0.64,14.40,0.405,76.4,0.0,0.0,-46.7,1.6,1.0,-1.0,-1.0,1.0,road,road,1,1,517.5,0.09,93,0,219.02,-6.77,410.60
17.3,,riding,127.7,-0.61,6.31,0.178,78.3,0.0,0.0,-45.6,1.5,1.0,0.0,0.0,1.0,road,road,1,1,521.0,-0.77,75,0,222.46,-6.60,411.46
17.4,,riding,127.0,-1.83,1.25,0.035,78.8,0.0,0.0,-30.2,0.7,0.0,0.0,0.0,1.0,road,road,1,1,524.5,-1.52,66,0,225.92,-6.41,412.21
17.5,,riding,125.3,-4.68,10.91,0.313,79.9,0.0,0.0,-28.5,0.7,0.0,-1.0,-1.1,1.1,road,road,1,1,528.2,-2.06,63,0,229.34,-6.20,412.90
17.6,,riding,123.6,-4.80,13.57,0.395,82.1,0.0,0.0,-40.1,1.3,0.0,-1.0,-1.1,1.1,road,road,1,1,531.7,-2.48,62,0,232.73,-5.96,413.49
17.7,,riding,121.8,-4.97,14.04,0.415,84.5,0.0,0.0,-44.8,1.6,0.0,-1.0,-1.1,1.1,road,road,1,1,535.2,-2.84,62,0,236.08,-5.71,413.96
17.8,,riding,120.0,-5.05,14.10,0.423,86.9,0.0,0.0,-46.7,1.7,0.0,-1.0,-1.1,1.1,road,road,1,1,538.7,-3.15,61,0,239.40,-5.45,414.30
17.9,,riding,118.2,-4.91,3.76,0.115,88.4,0.0,0.0,-42.2,1.3,0.0,0.0,0.0,1.2,road,road,1,1,542.1,-3.40,59,0,242.69,-5.19,414.51
18.0,,riding,116.5,-4.81,11.32,0.350,89.8,0.0,0.0,-37.7,1.1,0.0,-1.0,-1.2,1.2,road,road,1,1,545.8,-3.54,59,0,245.93,-4.94,414.62
18.1,,riding,114.8,-4.82,13.96,0.438,92.1,0.0,0.0,-43.2,1.5,0.0,-1.0,-1.3,1.3,road,road,1,1,549.2,-3.57,58,0,249.12,-4.70,414.63
18.2,,riding,113.0,-4.90,15.28,0.487,94.8,0.0,0.0,-46.0,1.8,0.0,-1.0,-1.3,1.3,road,road,1,1,552.5,-3.53,59,0,252.26,-4.48,414.52
18.3,,riding,111.2,-5.00,14.69,0.476,97.5,0.0,0.0,-47.2,1.9,0.0,-1.0,-1.3,1.3,road,road,1,1,555.8,-3.46,60,0,255.35,-4.25,414.28
18.4,,riding,109.5,-4.83,2.72,0.089,98.7,0.0,0.0,-38.9,1.3,0.0,0.0,0.0,1.4,road,road,1,1,559.0,-3.34,61,0,258.37,-4.03,413.93
18.5,,riding,107.7,-4.78,11.89,0.397,100.5,0.0,0.0,-39.1,1.2,0.0,-1.0,-1.4,1.4,road,road,1,1,562.2,-3.16,64,0,261.34,-3.79,413.48
18.6,,riding,106.0,-4.81,13.58,0.461,103.1,0.0,0.0,-44.3,1.6,0.0,-1.0,-1.5,1.5,road,road,1,1,565.3,-2.93,66,0,264.24,-3.55,412.94
18.7,,riding,104.2,-4.92,13.93,0.481,105.8,0.0,0.0,-46.5,1.8,0.0,-1.0,-1.5,1.5,road,road,1,1,568.3,-2.70,67,0,267.07,-3.32,412.29
18.8,,riding,102.5,-4.97,14.29,0.502,108.7,0.0,0.0,-47.4,2.0,0.0,-1.0,-1.6,1.6,road,road,1,1,571.3,-2.48,66,0,269.81,-3.09,411.52
18.9,,riding,100.7,-4.89,6.63,0.237,111.1,0.0,0.0,-46.9,1.9,0.0,0.0,0.0,1.6,road,road,1,1,574.2,-2.28,65,0,272.47,-2.86,410.64
19.0,,riding,99.0,-4.62,1.17,0.043,111.7,0.0,0.0,-30.1,0.9,0.0,0.0,0.0,1.7,road,road,1,1,577.1,-2.06,65,0,275.06,-2.63,409.69
19.1,,riding,97.4,-4.60,11.56,0.427,113.6,0.0,0.0,-33.7,1.0,0.0,-1.0,-1.7,1.7,road,road,1,1,579.9,-1.81,63,0,277.57,-2.41,408.68
19.2,,riding,95.7,-4.68,13.49,0.508,116.4,0.0,0.0,-42.2,1.6,0.0,-1.0,-1.8,1.8,road,road,1,1,582.6,-1.53,61,0,280.01,-2.19,407.61
19.3,,riding,93.9,-4.85,13.85,0.531,119.4,0.0,0.0,-45.6,1.9,0.0,-1.0,-1.9,1.9,road,road,1,1,585.3,-1.25,57,0,282.35,-1.97,406.45
19.4,,riding,94.7,1.98,2.57,0.098,120.7,0.0,0.0,-37.6,1.3,1.0,0.0,0.0,1.9,road,road,1,1,588.0,-0.98,54,0,284.64,-1.76,405.19
19.5,,riding,95.9,3.37,6.54,0.245,121.3,0.0,0.0,-22.1,0.6,1.0,-1.0,-1.8,1.8,road,road,1,1,590.6,-0.65,51,0,286.93,-1.54,403.86
19.6,,riding,97.0,3.17,12.86,0.477,123.7,0.0,0.0,-35.7,1.2,1.0,-1.0,-1.8,1.8,road,road,1,1,593.3,-0.24,49,0,289.21,-1.32,402.45
19.7,,riding,98.0,2.84,14.50,0.533,126.7,0.0,0.0,-43.0,1.7,1.0,-1.0,-1.7,1.7,road,road,1,1,596.0,0.23,50,0,291.46,-1.10,400.94
19.8,,riding,98.7,1.82,17.58,0.641,130.2,0.0,0.0,-46.2,2.5,1.0,-1.0,-1.7,1.7,road,road,1,1,598.6,0.76,55,0,293.66,-0.89,399.32
19.9,,riding,98.8,0.42,21.00,0.765,134.9,0.0,0.0,-47.2,3.6,1.0,-1.0,-1.7,1.7,road,road,1,1,601.3,1.33,66,0,295.77,-0.68,397.57
20.0,,riding,98.7,-0.45,32.65,1.191,141.1,0.0,0.0,-47.7,5.6,1.0,-1.0,-1.7,1.7,road,road,1,1,603.9,1.86,66,0,297.75,-0.49,395.68
20.1,,riding,97.7,-2.58,58.91,2.170,150.9,0.0,0.0,-47.9,10.0,1.0,-1.0,-1.7,1.7,road,road,1,1,606.5,2.26,83,0,299.55,-0.29,393.64
20.2,,riding,95.1,-7.26,91.40,3.459,167.9,0.0,0.0,-47.9,20.7,1.0,-1.0,-1.8,1.8,road,road,1,1,609.1,2.44,112,0,301.09,-0.11,391.48
20.3,,riding,89.9,-14.50,103.61,4.149,-169.2,0.0,0.0,-48.0,37.2,1.0,-1.0,-2.0,2.0,road,road,1,1,611.7,2.36,154,0,302.32,0.07,389.26
20.4,,riding,81.9,-22.18,91.22,4.008,-145.1,0.0,0.0,-48.0,55.7,1.0,0.0,0.0,2.4,road,road,1,1,614.1,2.03,194,0,303.23,0.23,387.12
20.5,,riding,71.6,-28.72,66.45,3.342,-123.8,0.0,0.0,-48.0,72.7,1.0,0.0,0.0,3.1,road,road,1,1,616.1,1.58,194,0,303.87,0.37,385.16
20.6,,riding,60.8,-30.01,38.94,2.307,-107.7,0.0,0.0,-48.0,86.5,1.0,0.0,0.0,4.2,road,road,1,1,617.8,1.10,240,0,304.33,0.49,383.46
20.7,,riding,-49.0,-304.83,-17.30,1.272,-98.0,0.0,0.0,-13.2,95.6,1.0,0.0,0.0,5.7,road,road,1,1,619.3,0.69,292,0,304.67,0.58,382.06
20.8,,riding,-37.5,31.86,-3.55,0.341,-93.8,0.0,0.0,18.6,101.0,0.0,0.0,0.0,7.3,road,road,1,1,620.4,0.37,292,0,304.94,0.65,380.98
20.9,,riding,-26.1,31.61,3.14,-0.433,-94.6,0.0,0.0,6.3,104.5,0.0,0.0,0.0,10.2,road,road,1,1,621.2,0.18,292,0,305.18,0.70,380.21
21.0,,riding,-14.7,31.62,3.74,-0.914,-98.9,0.0,0.0,-9.9,109.4,0.0,0.0,0.0,16.9,road,road,1,1,621.8,0.12,292,0,305.37,0.74,379.76
21.1,,riding,-5.9,24.63,0.46,-0.281,-102.2,0.0,0.0,-9.9,127.7,0.0,0.0,0.0,32.0,road,road,1,1,622.0,0.14,292,0,305.50,0.75,379.59
21.2,,riding,-3.3,6.98,0.05,-0.056,-102.9,0.0,0.0,-4.4,159.4,0.0,0.0,0.0,32.0,road,road,1,1,622.1,0.20,292,0,305.60,0.76,379.55
21.3,,riding,-3.0,1.05,0.01,-0.013,-103.1,0.0,0.0,-1.8,175.7,0.0,0.0,0.0,32.0,road,road,1,1,622.1,0.28,351,0,305.68,0.76,379.56
21.4,,riding,-2.9,0.26,0.00,-0.005,-103.1,0.0,0.0,-0.7,-178.7,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.35,351,0,305.76,0.76,379.57
21.5,,riding,-2.8,0.20,0.00,-0.004,-103.2,0.0,0.0,-0.3,-176.8,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.43,351,0,305.83,0.76,379.59
21.6,,riding,-2.7,0.21,0.00,-0.003,-103.2,0.0,0.0,-0.1,-176.1,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.50,351,0,305.91,0.76,379.62
21.7,,riding,-2.7,0.21,0.00,-0.003,-103.2,0.0,0.0,-0.0,-175.8,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.58,351,0,305.98,0.76,379.64
21.8,,riding,-2.6,0.21,0.00,-0.003,-103.2,0.0,0.0,-0.0,-175.6,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.65,351,0,306.04,0.76,379.66
21.9,,riding,-2.5,0.21,0.00,-0.003,-103.2,0.0,0.0,-0.0,-175.5,0.0,0.0,0.0,32.0,road,road,1,1,622.2,0.72,351,0,306.11,0.77,379.68
