t,mark,rider,speed_kmh,accel_ms2,lat_accel_ms2,yaw_rate_rads,heading_deg,pitch_deg,roll_deg,lean_deg,slip_deg,throttle_in,steer_in,steer_deg,steer_limit_deg,surface_front,surface_rear,contact_f,contact_r,dist_along_m,off_centre_m,corner_radius_m,nitro,x,y,z
14.4,,riding,129.8,0.03,0.19,0.005,65.0,0.0,0.0,-11.2,0.2,1.0,0.0,0.0,1.0,road,road,1,1,409.6,-0.65,1812,0,126.12,-8.99,355.94
14.5,,riding,129.9,0.04,0.04,0.001,65.0,0.0,0.0,-4.9,0.1,1.0,0.0,0.0,1.0,road,road,1,1,413.2,-0.90,4011,0,129.38,-8.98,357.47
14.6,,riding,129.9,0.01,9.66,0.268,65.8,0.0,0.0,-11.4,0.4,1.0,-1.0,-1.0,1.0,road,road,1,1,416.8,-1.15,19520,0,132.66,-8.97,358.99
14.7,,riding,129.8,-0.03,2.70,0.075,66.7,0.0,0.0,-24.7,0.6,1.0,0.0,0.0,1.0,road,road,1,1,420.4,-1.45,2863,0,135.95,-8.96,360.46
14.8,,riding,129.8,-0.01,0.51,0.014,66.9,0.0,0.0,-14.8,0.3,1.0,0.0,0.0,1.0,road,road,1,1,424.0,-1.80,1591,0,139.26,-8.94,361.90
14.9,,riding,129.8,0.00,0.10,0.003,67.0,0.0,0.0,-7.1,0.1,1.0,0.0,0.0,1.0,road,road,1,1,427.6,-2.17,1058,0,142.58,-8.92,363.33
15.0,,riding,129.8,-0.01,0.02,0.001,67.0,0.0,0.0,-2.6,0.0,1.0,0.0,0.0,1.0,road,road,1,1,431.2,-2.58,1047,0,145.90,-8.89,364.74
15.1,,riding,129.8,-0.02,-3.48,-0.097,66.9,0.0,0.0,-1.3,0.0,1.0,1.0,1.0,1.0,road,road,1,1,434.7,-3.00,1176,0,149.22,-8.86,366.16
15.2,,riding,129.8,-0.10,-8.83,-0.245,65.4,0.0,0.0,27.1,-0.8,1.0,0.0,0.0,1.0,road,road,1,1,438.3,-3.42,1531,0,152.52,-8.82,367.60
15.3,,riding,129.8,-0.10,-1.67,-0.046,64.8,0.0,0.0,23.8,-0.6,1.0,0.0,0.0,1.0,road,road,1,1,441.9,-3.79,2155,0,155.81,-8.78,369.08
15.4,,riding,129.7,-0.07,-0.31,-0.009,64.7,0.0,0.0,12.7,-0.2,1.0,0.0,0.0,1.0,road,road,1,1,445.5,-4.12,5416,0,159.08,-8.73,370.60
15.5,,riding,129.7,-0.06,-6.19,-0.172,64.4,0.0,0.0,10.0,-0.2,1.0,1.0,1.0,1.0,road,road,1,1,449.1,-4.43,8326,0,162.34,-8.68,372.14
15.6,,riding,129.7,-0.15,-12.83,-0.356,62.6,0.0,0.0,29.1,-0.9,1.0,1.0,1.0,1.0,road,road,1,1,452.7,-4.71,9451,0,165.58,-8.63,373.72
15.7,,riding,129.5,-0.31,-14.08,-0.391,60.4,0.0,0.0,41.4,-1.4,1.0,1.0,1.0,1.0,road,road,1,1,456.3,-4.90,10258,0,168.78,-8.57,375.38
15.8,,riding,129.4,-0.45,-14.31,-0.398,58.1,0.0,0.0,44.9,-1.6,1.0,1.0,1.0,1.0,road,road,1,1,459.9,-4.98,10961,0,171.91,-8.52,377.15
15.9,,riding,129.3,-0.30,-2.70,-0.075,57.1,0.0,0.0,37.8,-1.0,1.0,0.0,0.0,1.0,road,road,1,1,463.5,-4.93,11933,0,174.98,-8.46,379.01
16.0,,riding,129.2,-0.10,-0.51,-0.014,56.9,0.0,0.0,20.2,-0.4,1.0,0.0,0.0,1.0,road,road,1,1,467.1,-4.81,12123,0,178.02,-8.40,380.93
16.1,,riding,129.2,-0.11,-11.76,-0.328,55.5,0.0,0.0,28.5,-0.8,1.0,1.0,1.0,1.0,road,road,1,1,470.6,-4.63,12049,0,181.02,-8.34,382.90
16.2,,riding,129.1,-0.24,-13.88,-0.387,53.4,0.0,0.0,40.1,-1.3,1.0,1.0,1.0,1.0,road,road,1,1,474.2,-4.38,11650,0,183.97,-8.27,384.94
16.3,,riding,129.0,-0.32,-6.16,-0.172,51.5,0.0,0.0,43.0,-1.4,1.0,0.0,0.0,1.0,road,road,1,1,477.8,-4.02,10796,0,186.86,-8.21,387.07
16.4,,riding,128.9,-0.15,-1.17,-0.033,51.1,0.0,0.0,30.1,-0.7,1.0,0.0,0.0,1.0,road,road,1,1,481.3,-3.56,4236,0,189.69,-8.14,389.26
16.5,,riding,128.2,-2.11,5.84,0.164,51.3,0.0,0.0,11.6,-0.2,0.0,-1.0,-1.0,1.0,road,road,1,1,484.9,-3.06,2291,0,192.49,-8.07,391.49
16.6,,riding,126.7,-4.21,12.60,0.358,53.1,0.0,0.0,-20.9,0.8,0.0,-1.0,-1.0,1.0,road,road,1,1,488.4,-2.57,1356,0,195.26,-8.00,393.67
16.7,,riding,125.1,-4.23,5.80,0.167,54.0,0.0,0.0,-25.8,0.8,0.0,-1.0,-1.1,1.1,road,road,1,1,491.9,-2.15,1134,0,198.04,-7.93,395.78
16.8,,riding,123.6,-4.35,12.58,0.366,55.8,0.0,0.0,-35.9,1.1,0.0,-1.0,-1.1,1.1,road,road,1,1,495.3,-1.82,1509,0,200.83,-7.85,397.80
16.9,,riding,122.0,-4.32,2.34,0.069,56.7,0.0,0.0,-31.6,0.9,0.0,0.0,0.0,1.1,road,road,1,1,498.7,-1.60,2290,0,203.63,-7.75,399.73
17.0,,riding,120.4,-4.39,8.45,0.253,57.4,0.0,0.0,-21.0,0.6,0.0,-1.0,-1.1,1.1,road,road,1,1,502.1,-1.46,19868,0,206.43,-7.63,401.58
17.1,,riding,118.8,-4.61,9.59,0.291,59.4,0.0,0.0,-37.9,1.2,0.0,0.0,0.0,1.2,road,road,1,1,505.4,-1.40,561,0,209.23,-7.46,403.35
17.2,,riding,117.2,-4.46,5.23,0.161,60.2,0.0,0.0,-29.7,0.8,0.0,-1.0,-1.2,1.2,road,road,1,1,508.7,-1.35,342,0,212.02,-7.26,405.04
17.3,,riding,115.6,-4.49,12.46,0.388,62.1,0.0,0.0,-39.2,1.1,0.0,-1.0,-1.2,1.2,road,road,1,1,511.9,-1.36,194,0,214.81,-7.07,406.63
17.4,,riding,114.0,-4.45,3.18,0.101,63.4,0.0,0.0,-37.7,1.0,0.0,0.0,0.0,1.3,road,road,1,1,515.1,-1.48,126,0,217.61,-6.90,408.13
17.5,,riding,112.3,-4.50,12.08,0.387,65.2,0.0,0.0,-38.2,1.1,0.0,-1.0,-1.3,1.3,road,road,1,1,518.3,-1.64,93,0,220.41,-6.74,409.54
17.6,,riding,110.7,-4.51,4.22,0.137,66.8,0.0,0.0,-38.7,1.2,0.0,0.0,0.0,1.4,road,road,1,1,521.4,-1.77,75,0,223.20,-6.58,410.84
17.7,,riding,109.1,-4.55,10.25,0.338,68.0,0.0,0.0,-34.1,0.9,0.0,-1.0,-1.4,1.4,road,road,1,1,524.6,-1.81,66,0,225.99,-6.41,412.05
17.8,,riding,107.4,-4.62,9.90,0.332,70.3,0.0,0.0,-42.9,1.4,0.0,0.0,0.0,1.4,road,road,1,1,527.8,-1.73,63,0,228.77,-6.21,413.17
17.9,,riding,105.8,-4.47,5.25,0.179,71.2,0.0,0.0,-32.9,0.9,0.0,-1.0,-1.5,1.5,road,road,1,1,530.8,-1.59,62,0,231.53,-6.01,414.19
18.0,,riding,104.1,-4.59,12.38,0.428,73.3,0.0,0.0,-40.2,1.2,0.0,-1.0,-1.5,1.5,road,road,1,1,533.8,-1.41,62,0,234.28,-5.80,415.11
18.1,,riding,102.5,-4.69,13.69,0.481,76.0,0.0,0.0,-44.4,1.6,0.0,-1.0,-1.6,1.6,road,road,1,1,536.6,-1.21,62,0,237.01,-5.60,415.93
18.2,,riding,100.7,-4.82,13.92,0.498,78.9,0.0,0.0,-46.5,1.8,0.0,-1.0,-1.6,1.6,road,road,1,1,539.5,-1.01,61,0,239.73,-5.39,416.61
18.3,,riding,99.0,-4.89,13.96,0.508,81.8,0.0,0.0,-47.4,1.9,0.0,-1.0,-1.7,1.7,road,road,1,1,542.3,-0.81,59,0,242.43,-5.18,417.15
18.4,,riding,97.2,-4.88,14.02,0.519,84.9,0.0,0.0,-47.8,2.0,0.0,-1.0,-1.7,1.7,road,road,1,1,545.1,-0.62,59,0,245.11,-4.99,417.55
18.5,,riding,95.5,-4.88,14.04,0.529,87.9,0.0,0.0,-47.9,2.0,0.0,-1.0,-1.8,1.8,road,road,1,1,547.8,-0.44,58,0,247.76,-4.80,417.80
18.6,,riding,93.7,-4.86,13.97,0.537,91.0,0.0,0.0,-48.0,2.0,0.0,-1.0,-1.9,1.9,road,road,1,1,550.4,-0.28,59,0,250.37,-4.62,417.90
18.7,,riding,92.0,-4.84,13.96,0.547,94.2,0.0,0.0,-48.0,2.1,0.0,-1.0,-2.0,2.0,road,road,1,1,553.0,-0.16,59,0,252.93,-4.45,417.86
18.8,,riding,90.2,-4.84,13.96,0.557,97.4,0.0,0.0,-48.0,2.1,0.0,-1.0,-2.0,2.0,road,road,1,1,555.5,-0.07,60,0,255.44,-4.28,417.69
18.9,,riding,88.5,-4.84,13.97,0.568,100.7,0.0,0.0,-48.0,2.1,0.0,-1.0,-2.1,2.1,road,road,1,1,558.0,-0.02,61,0,257.88,-4.11,417.38
19.0,,riding,86.8,-4.57,3.42,0.142,102.6,0.0,0.0,-41.8,1.6,0.0,0.0,0.0,2.2,road,road,1,1,560.5,0.01,63,0,260.26,-3.93,416.95
19.1,,riding,85.2,-4.49,11.14,0.471,104.4,0.0,0.0,-36.1,1.2,0.0,-1.0,-2.3,2.3,road,road,1,1,562.8,0.05,64,0,262.58,-3.75,416.45
19.2,,riding,83.6,-4.54,13.43,0.579,107.6,0.0,0.0,-43.2,1.7,0.0,-1.0,-2.4,2.4,road,road,1,1,565.2,0.07,66,0,264.83,-3.57,415.86
19.3,,riding,81.9,-4.69,13.86,0.609,111.1,0.0,0.0,-46.0,2.0,0.0,-1.0,-2.5,2.5,road,road,1,1,567.5,0.05,66,0,267.00,-3.39,415.16
19.4,,riding,80.2,-4.77,13.94,0.626,114.7,0.0,0.0,-47.2,2.1,0.0,-1.0,-2.6,2.6,road,road,1,1,569.7,-0.04,67,0,269.09,-3.22,414.35
19.5,,riding,81.3,3.04,3.57,0.158,116.8,0.0,0.0,-41.7,1.7,1.0,0.0,0.0,2.5,road,road,1,1,572.0,-0.16,66,0,271.13,-3.05,413.44
19.6,,riding,83.0,4.72,0.70,0.030,117.2,0.0,0.0,-23.3,0.7,1.0,0.0,0.0,2.4,road,road,1,1,574.3,-0.30,65,0,273.19,-2.87,412.43
19.7,,riding,84.6,4.48,10.93,0.465,118.8,0.0,0.0,-26.2,0.7,1.0,-1.0,-2.3,2.3,road,road,1,1,576.6,-0.42,65,0,275.26,-2.68,411.36
19.8,,riding,85.1,1.32,13.61,0.576,122.0,0.0,0.0,-39.1,1.5,0.0,-1.0,-2.3,2.3,road,road,1,1,579.0,-0.53,63,0,277.32,-2.49,410.20
19.9,,riding,83.4,-4.70,13.92,0.601,125.5,0.0,0.0,-44.4,1.9,0.0,-1.0,-2.4,2.4,road,road,1,1,581.3,-0.66,61,0,279.28,-2.30,408.97
20.0,,riding,81.6,-4.86,13.97,0.616,129.0,0.0,0.0,-46.5,2.1,0.0,-1.0,-2.5,2.5,road,road,1,1,583.7,-0.82,57,0,281.13,-2.11,407.65
20.1,,riding,82.6,2.60,8.41,0.367,132.3,0.0,0.0,-47.5,2.2,1.0,0.0,0.0,2.5,road,road,1,1,586.0,-1.05,57,0,282.90,-1.93,406.21
20.2,,riding,84.2,4.44,1.68,0.072,133.2,0.0,0.0,-31.2,1.2,1.0,0.0,0.0,2.4,road,road,1,1,588.3,-1.30,54,0,284.65,-1.73,404.68
20.3,,riding,85.7,4.36,9.98,0.419,134.5,0.0,0.0,-27.9,0.7,1.0,-1.0,-2.3,2.3,road,road,1,1,590.8,-1.52,51,0,286.37,-1.54,403.07
20.4,,riding,87.2,4.06,10.20,0.421,137.4,0.0,0.0,-39.6,1.5,1.0,0.0,0.0,2.2,road,road,1,1,593.2,-1.70,49,0,288.07,-1.33,401.37
20.5,,riding,88.6,4.07,1.97,0.080,138.5,0.0,0.0,-32.9,1.0,1.0,0.0,0.0,2.1,road,road,1,1,595.7,-1.84,50,0,289.75,-1.13,399.58
20.6,,riding,90.1,3.96,6.51,0.260,139.0,0.0,0.0,-19.5,0.4,1.0,-1.0,-2.1,2.1,road,road,1,1,598.4,-1.88,55,0,291.41,-0.92,397.74
20.7,,riding,91.4,3.72,12.97,0.511,141.6,0.0,0.0,-34.6,1.2,1.0,-1.0,-2.0,2.0,road,road,1,1,601.0,-1.82,55,0,293.04,-0.71,395.81
20.8,,riding,92.6,3.26,8.86,0.345,144.5,0.0,0.0,-42.6,1.8,1.0,0.0,0.0,1.9,road,road,1,1,603.7,-1.72,66,0,294.63,-0.50,393.80
20.9,,riding,93.9,3.58,5.17,0.198,145.5,0.0,0.0,-31.1,1.0,1.0,-1.0,-1.9,1.9,road,road,1,1,606.3,-1.60,83,0,296.16,-0.31,391.71
21.0,,riding,95.1,3.35,12.70,0.481,147.8,0.0,0.0,-39.1,1.3,1.0,-1.0,-1.8,1.8,road,road,1,1,609.0,-1.51,112,0,297.64,-0.12,389.54
21.1,,riding,96.3,3.35,3.32,0.124,149.4,0.0,0.0,-35.3,1.2,1.0,0.0,0.0,1.8,road,road,1,1,611.6,-1.47,154,0,299.07,0.07,387.30
21.2,,riding,97.5,3.37,0.64,0.024,149.7,0.0,0.0,-21.0,0.5,1.0,0.0,0.0,1.8,road,road,1,1,614.3,-1.51,194,0,300.47,0.26,384.99
21.3,,riding,98.7,3.31,0.12,0.004,149.8,0.0,0.0,-9.8,0.2,1.0,0.0,0.0,1.7,road,road,1,1,617.1,-1.52,240,0,301.85,0.45,382.64
21.4,,riding,99.8,3.19,-6.14,-0.221,149.4,0.0,0.0,-1.4,0.0,1.0,1.0,1.7,1.7,road,road,1,1,619.9,-1.50,292,0,303.25,0.64,380.26
21.5,,riding,100.9,3.01,-6.77,-0.242,147.5,0.0,0.0,25.1,-0.9,1.0,0.0,0.0,1.6,road,road,1,1,622.7,-1.41,351,0,304.69,0.83,377.87
21.6,,riding,102.0,2.95,-1.33,-0.047,146.9,0.0,0.0,21.7,-0.6,1.0,0.0,0.0,1.6,road,road,1,1,625.5,-1.24,445,0,306.20,1.02,375.48
21.7,,riding,103.0,2.90,-0.28,-0.010,146.8,0.0,0.0,11.3,-0.2,1.0,0.0,0.0,1.6,road,road,1,1,628.3,-1.03,665,0,307.74,1.19,373.09
21.8,,riding,104.1,2.83,-0.08,-0.003,146.7,0.0,0.0,5.1,-0.1,1.0,0.0,0.0,1.5,road,road,1,1,631.2,-0.80,1022,0,309.31,1.36,370.67
21.9,,riding,105.0,2.76,-0.05,-0.002,146.7,0.0,0.0,2.0,-0.0,1.0,0.0,0.0,1.5,road,road,1,1,634.1,-0.55,1022,0,310.91,1.53,368.24
22.0,,riding,106.0,2.69,-0.04,-0.001,146.7,0.0,0.0,1.1,-0.0,1.0,0.0,0.0,1.5,road,road,1,1,637.0,-0.28,3719,0,312.52,1.68,365.78
22.1,,riding,107.0,2.61,-0.03,-0.001,146.7,0.0,0.0,0.5,-0.0,1.0,0.0,0.0,1.5,road,road,1,1,640.0,0.01,1361,0,314.14,1.81,363.31
22.2,,riding,107.9,2.53,-0.02,-0.001,146.7,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.4,road,road,1,1,643.0,0.31,534,0,315.78,1.94,360.81
22.3,,riding,108.7,2.44,-0.02,-0.001,146.7,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.4,road,road,1,1,646.0,0.57,356,0,317.44,2.07,358.29
22.4,,riding,109.6,2.33,-0.01,-0.000,146.7,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.4,road,road,1,1,649.0,0.80,295,0,319.10,2.19,355.75
22.5,,riding,110.3,2.06,-0.01,-0.000,146.7,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.4,road,road,1,1,652.1,0.97,299,0,320.78,2.34,353.19
22.6,,riding,111.0,1.88,8.13,0.264,147.3,0.0,0.0,-6.7,0.2,1.0,-1.0,-1.4,1.4,road,road,1,1,655.2,1.08,642,0,322.47,2.52,350.62
22.7,,riding,111.6,1.71,9.24,0.298,149.3,0.0,0.0,-30.1,1.2,1.0,0.0,0.0,1.3,road,road,1,1,658.2,1.14,1767,0,324.12,2.71,348.00
22.8,,riding,111.6,-0.07,4.32,0.139,150.3,0.0,0.0,-28.8,1.6,1.0,0.0,0.0,1.3,road,road,1,1,661.3,1.16,7152,0,325.74,2.83,345.36
22.9,,riding,111.3,-0.70,3.82,0.123,151.0,0.0,0.0,-23.7,1.5,1.0,0.0,0.0,1.3,road,road,1,1,664.4,1.17,1901,0,327.33,2.86,342.71
23.0,,riding,112.1,2.17,0.73,0.023,151.3,0.0,0.0,-16.3,0.6,1.0,0.0,0.0,1.3,road,road,1,1,667.5,1.12,1679,0,328.88,2.83,340.01
23.1,,riding,113.0,2.38,0.14,0.004,151.4,0.0,0.0,-8.0,0.2,1.0,0.0,0.0,1.3,road,road,1,1,670.6,1.03,2327,0,330.40,2.77,337.27
23.2,,riding,113.8,2.29,0.03,0.001,151.4,0.0,0.0,-3.5,0.1,1.0,0.0,0.0,1.3,road,road,1,1,673.8,0.93,3801,0,331.92,2.71,334.50
23.3,,riding,114.6,2.20,0.00,0.000,151.4,0.0,0.0,-1.5,0.0,1.0,0.0,0.0,1.3,road,road,1,1,676.9,0.82,7178,0,333.44,2.67,331.71
23.4,,riding,115.4,2.13,0.00,0.000,151.4,0.0,0.0,-0.6,0.0,1.0,0.0,0.0,1.3,road,road,1,1,680.1,0.71,19882,0,334.98,2.65,328.90
23.5,,riding,116.1,2.05,0.00,0.000,151.4,0.0,0.0,-0.2,0.0,1.0,0.0,0.0,1.2,road,road,1,1,683.4,0.60,82823,0,336.52,2.63,326.07
23.6,,riding,116.8,1.96,0.00,0.000,151.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.2,road,road,1,1,686.6,0.49,17054,0,338.07,2.60,323.23
23.7,,riding,117.5,1.88,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,689.8,0.37,10066,0,339.63,2.57,320.37
23.8,,riding,118.1,1.81,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,693.1,0.26,7172,0,341.21,2.53,317.49
23.9,,riding,118.8,1.73,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,696.4,0.14,5470,0,342.78,2.48,314.60
24.0,,riding,119.4,1.66,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,699.7,0.02,4280,0,344.37,2.43,311.69
24.1,,riding,119.9,1.59,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,703.0,-0.10,3356,0,345.97,2.38,308.77
24.2,,riding,120.5,1.53,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,706.4,-0.23,2047,0,347.57,2.33,305.83
24.3,,riding,121.0,1.47,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,709.7,-0.36,2085,0,349.18,2.28,302.88
24.4,,riding,121.5,1.41,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,713.1,-0.50,2876,0,350.80,2.22,299.92
24.5,,riding,122.0,1.37,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,716.5,-0.64,8509,0,352.42,2.15,296.95
24.6,,riding,122.5,1.33,0.00,0.000,151.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,719.9,-0.80,6516,0,354.05,2.08,293.96
24.7,,riding,122.9,1.28,-8.14,-0.238,150.9,0.0,0.0,4.6,-0.2,1.0,1.0,1.1,1.1,road,road,1,1,723.3,-0.96,3216,0,355.69,1.99,290.97
24.8,,riding,123.4,1.18,-13.23,-0.386,148.9,0.0,0.0,29.5,-1.0,1.0,1.0,1.1,1.1,road,road,1,1,726.7,-1.06,11152,0,357.38,1.88,287.99
24.9,,riding,123.7,1.01,-14.19,-0.413,146.5,0.0,0.0,40.5,-1.5,1.0,1.0,1.1,1.1,road,road,1,1,730.1,-1.05,313,0,359.15,1.75,285.05
25.0,,riding,124.1,0.91,-13.11,-0.380,144.2,0.0,0.0,44.9,-1.6,1.0,1.0,1.1,1.1,road,road,1,1,733.6,-0.91,175,0,361.04,1.59,282.18
25.1,,riding,124.4,0.97,-9.67,-0.280,142.4,0.0,0.0,45.8,-1.4,1.0,1.0,1.1,1.1,road,road,1,1,737.0,-0.68,119,0,363.04,1.40,279.36
25.2,,riding,124.8,1.04,-11.15,-0.322,140.7,0.0,0.0,45.8,-1.3,1.0,1.0,1.1,1.1,road,road,1,1,740.4,-0.42,94,0,365.13,1.17,276.61
25.3,,riding,125.2,1.05,-12.23,-0.352,138.7,0.0,0.0,47.0,-1.3,1.0,1.0,1.1,1.1,road,road,1,1,743.9,-0.23,82,0,367.32,0.93,273.92
25.4,,riding,125.5,0.92,-14.02,-0.402,136.5,0.0,0.0,47.6,-1.5,1.0,1.0,1.1,1.1,road,road,1,1,747.3,-0.12,78,0,369.61,0.69,271.30
25.5,,riding,125.8,0.74,-14.34,-0.411,134.1,0.0,0.0,47.8,-1.7,1.0,1.0,1.1,1.1,road,road,1,1,750.8,-0.04,79,0,372.00,0.46,268.77
25.6,,riding,126.0,0.70,-14.41,-0.412,131.7,0.0,0.0,47.9,-1.7,1.0,1.0,1.0,1.0,road,road,1,1,754.3,0.05,85,0,374.50,0.25,266.32
25.7,,riding,126.3,0.67,-14.42,-0.411,129.3,0.0,0.0,48.0,-1.7,1.0,1.0,1.0,1.0,road,road,1,1,757.8,0.14,87,0,377.10,0.04,263.98
25.8,,riding,126.0,-0.77,-6.28,-0.179,127.4,0.0,0.0,46.9,-1.5,0.0,0.0,0.0,1.0,road,road,1,1,761.3,0.25,89,0,379.79,-0.17,261.74
25.9,,riding,124.7,-3.47,-1.20,-0.035,126.9,0.0,0.0,30.3,-0.7,0.0,0.0,0.0,1.1,road,road,1,1,764.8,0.31,89,0,382.52,-0.40,259.60
26.0,,riding,123.5,-3.41,-11.74,-0.342,125.4,0.0,0.0,33.5,-0.9,0.0,1.0,1.1,1.1,road,road,1,1,768.3,0.31,91,0,385.26,-0.63,257.54
26.1,,riding,122.2,-3.50,-13.71,-0.404,123.2,0.0,0.0,42.2,-1.4,0.0,1.0,1.1,1.1,road,road,1,1,771.7,0.26,92,0,388.03,-0.86,255.58
26.2,,riding,120.9,-3.61,-14.07,-0.419,120.8,0.0,0.0,45.6,-1.6,0.0,1.0,1.1,1.1,road,road,1,1,775.1,0.21,97,0,390.84,-1.10,253.73
26.3,,riding,119.6,-3.67,-14.14,-0.425,118.3,0.0,0.0,47.0,-1.7,0.0,1.0,1.2,1.2,road,road,1,1,778.4,0.17,98,0,393.69,-1.33,252.01
26.4,,riding,118.3,-3.68,-14.15,-0.430,115.8,0.0,0.0,47.7,-1.8,0.0,1.0,1.2,1.2,road,road,1,1,781.8,0.17,97,0,396.58,-1.56,250.44
26.5,,riding,117.0,-3.67,-14.16,-0.436,113.3,0.0,0.0,47.8,-1.8,0.0,1.0,1.2,1.2,road,road,1,1,785.0,0.21,95,0,399.50,-1.79,249.01
26.6,,riding,115.8,-3.41,-2.68,-0.083,112.2,0.0,0.0,39.6,-1.2,0.0,0.0,0.0,1.2,road,road,1,1,788.3,0.26,90,0,402.44,-2.02,247.70
26.7,,riding,114.6,-3.31,-11.16,-0.351,110.8,0.0,0.0,33.1,-1.0,0.0,1.0,1.3,1.3,road,road,1,1,791.5,0.30,85,0,405.38,-2.25,246.48
26.8,,riding,113.3,-3.38,-13.60,-0.432,108.5,0.0,0.0,41.9,-1.4,0.0,1.0,1.3,1.3,road,road,1,1,794.7,0.30,79,0,408.33,-2.47,245.36
26.9,,riding,112.1,-3.51,-14.04,-0.451,105.9,0.0,0.0,45.6,-1.7,0.0,1.0,1.3,1.3,road,road,1,1,797.8,0.30,75,0,411.28,-2.68,244.37
27.0,,riding,110.8,-3.61,-14.13,-0.459,103.2,0.0,0.0,47.0,-1.8,0.0,1.0,1.3,1.3,road,road,1,1,800.9,0.30,72,0,414.24,-2.89,243.51
27.1,,riding,111.4,1.70,-4.74,-0.153,101.4,0.0,0.0,45.3,-1.5,1.0,0.0,0.0,1.3,road,road,1,1,804.0,0.29,71,0,417.23,-3.09,242.79
27.2,,riding,112.4,2.90,-0.91,-0.029,101.0,0.0,0.0,27.2,-0.7,1.0,0.0,0.0,1.3,road,road,1,1,807.1,0.21,73,0,420.28,-3.29,242.13
27.3,,riding,113.5,2.82,-9.84,-0.312,100.1,0.0,0.0,26.1,-0.6,1.0,1.0,1.3,1.3,road,road,1,1,810.3,0.05,77,0,423.36,-3.49,241.53
27.4,,riding,114.4,2.57,-13.57,-0.427,97.8,0.0,0.0,37.5,-1.3,1.0,1.0,1.3,1.3,road,road,1,1,813.4,-0.17,85,0,426.48,-3.68,240.99
27.5,,riding,115.2,2.27,-14.27,-0.446,95.2,0.0,0.0,43.7,-1.6,1.0,1.0,1.3,1.3,road,road,1,1,816.6,-0.41,95,0,429.64,-3.87,240.56
27.6,,riding,115.9,2.03,-14.40,-0.447,92.6,0.0,0.0,46.3,-1.8,1.0,1.0,1.2,1.2,road,road,1,1,819.8,-0.61,106,0,432.84,-4.05,240.26
27.7,,riding,116.6,1.88,-14.43,-0.445,90.0,0.0,0.0,47.3,-1.8,1.0,1.0,1.2,1.2,road,road,1,1,823.0,-0.76,118,0,436.06,-4.23,240.10
27.8,,riding,117.2,1.77,-14.43,-0.443,87.4,0.0,0.0,47.7,-1.8,1.0,1.0,1.2,1.2,road,road,1,1,826.3,-0.83,117,0,439.31,-4.40,240.08
27.9,,riding,117.8,1.67,-14.44,-0.441,84.8,0.0,0.0,47.9,-1.8,1.0,1.0,1.2,1.2,road,road,1,1,829.5,-0.83,114,0,442.57,-4.58,240.21
28.0,,riding,118.5,1.77,-3.65,-0.111,83.4,0.0,0.0,42.3,-1.3,1.0,0.0,0.0,1.2,road,road,1,1,832.8,-0.78,115,0,445.85,-4.75,240.48
28.1,,riding,119.2,1.94,-0.71,-0.021,83.1,0.0,0.0,21.4,-0.6,1.0,0.0,0.0,1.2,road,road,1,1,836.0,-0.77,125,0,449.13,-4.92,240.82
28.2,,riding,119.9,1.95,-0.14,-0.004,83.0,0.0,0.0,11.1,-0.2,1.0,0.0,0.0,1.2,road,road,1,1,839.3,-0.83,148,0,452.43,-5.09,241.20
28.3,,riding,120.5,1.86,-0.02,-0.001,83.0,0.0,0.0,4.1,-0.1,1.0,0.0,0.0,1.1,road,road,1,1,842.7,-0.96,196,0,455.75,-5.26,241.60
28.4,,riding,121.2,1.76,0.01,0.000,83.0,0.0,0.0,2.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,846.0,-1.14,307,0,459.09,-5.42,242.01
28.5,,riding,121.8,1.66,0.02,0.000,83.0,0.0,0.0,0.8,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,849.4,-1.35,568,0,462.44,-5.57,242.42
28.6,,riding,122.3,1.56,0.02,0.001,83.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.1,road,road,1,1,852.8,-1.55,1316,0,465.81,-5.72,242.83
